,SEASON_YEAR,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,TEAM_ID,D_FGM,D_FGA,D_FG_PCT,NORMAL_FG_PCT,PCT_PLUSMINUS,TEAM_NAME_y,GP,G,FREQ,FGM_LT_10,FGA_LT_10,LT_10_PCT,NS_LT_10_PCT,FG2M,FG2A,FG2_PCT,NS_FG2_PCT,FG3M,FG3A,FG3_PCT,NS_FG3_PCT,E_PACE,E_DEF_RATING
28,2020-21,SAC,Sacramento Kings,22000551,3/3/21,SAC vs. LAL,1610612747,39.46,84.37,0.468,0.466,0.002,Los Angeles Lakers,35,35,0.422,21.09,35.6,0.592,0.575,28.43,52.57,0.541,0.53,11.03,31.8,0.347,0.37,100.8,104.8
53,2020-21,SAC,Sacramento Kings,22000528,2/28/21,SAC vs. CHA,1610612766,40.97,88.08,0.465,0.466,-0.001,Charlotte Hornets,37,37,0.421,22.14,37.08,0.597,0.578,27.19,49.32,0.551,0.529,13.78,38.76,0.356,0.366,100.6,110.6
41,2020-21,SAC,Sacramento Kings,22000504,2/26/21,SAC @ DET,1610612765,41.5,87.86,0.472,0.464,0.008,Detroit Pistons,36,36,0.477,24.22,41.92,0.578,0.571,30.78,57.08,0.539,0.527,10.72,30.78,0.348,0.366,100.1,110.3
57,2020-21,SAC,Sacramento Kings,22000500,2/25/21,SAC @ NYK,1610612752,38.6,86.86,0.444,0.468,-0.023,New York Knicks,35,35,0.433,21.06,37.57,0.56,0.58,26.83,52.69,0.509,0.533,11.77,34.17,0.344,0.364,98.2,105.7
59,2020-21,SAC,Sacramento Kings,22000482,2/23/21,SAC @ BKN,1610612751,40.26,89.43,0.45,0.464,-0.013,Brooklyn Nets,35,35,0.403,20.4,36,0.567,0.575,26.69,52,0.513,0.528,13.57,37.43,0.363,0.365,101.8,110.6
43,2020-21,SAC,Sacramento Kings,22000471,2/21/21,SAC @ MIL,1610612749,42.92,93.81,0.458,0.466,-0.009,Milwaukee Bucks,36,36,0.364,18.64,34.14,0.546,0.574,27.36,54.39,0.503,0.528,15.56,39.42,0.395,0.366,104.4,109.1
61,2020-21,SAC,Sacramento Kings,22000460,2/20/21,SAC @ CHI,1610612741,40.66,86.55,0.47,0.464,0.006,Chicago Bulls,38,38,0.437,21.92,37.79,0.58,0.57,29.13,54.53,0.534,0.527,11.53,32.03,0.36,0.366,101.1,109.9
63,2020-21,SAC,Sacramento Kings,22000447,2/18/21,SAC vs. MIA,1610612748,39.44,83.67,0.471,0.464,0.008,Miami Heat,36,36,0.405,20.17,33.89,0.595,0.571,25.75,46.44,0.554,0.526,13.69,37.22,0.368,0.363,98.7,108.5
60,2020-21,SAC,Sacramento Kings,22000426,2/15/21,SAC vs. BKN,1610612751,40.26,89.43,0.45,0.464,-0.013,Brooklyn Nets,35,35,0.403,20.4,36,0.567,0.575,26.69,52,0.513,0.528,13.57,37.43,0.363,0.365,101.8,110.6
14,2020-21,SAC,Sacramento Kings,22000418,2/14/21,SAC vs. MEM,1610612763,41.55,91.2,0.456,0.464,-0.009,Memphis Grizzlies,40,40,0.436,21.78,39.8,0.547,0.575,28.85,55.95,0.516,0.529,12.7,35.25,0.36,0.369,102.6,108.5
65,2020-21,SAC,Sacramento Kings,22000405,2/12/21,SAC vs. ORL,1610612753,42.64,90.67,0.47,0.468,0.002,Orlando Magic,36,36,0.411,21.47,37.25,0.576,0.579,28.92,53.86,0.537,0.532,13.72,36.81,0.373,0.366,100.8,112.1
49,2020-21,SAC,Sacramento Kings,22000381,2/9/21,SAC vs. PHI,1610612755,38.31,84.14,0.455,0.466,-0.011,Philadelphia 76ers,36,36,0.425,21.19,35.72,0.593,0.575,27.28,52.94,0.515,0.528,11.03,31.19,0.354,0.363,101.8,105.1
67,2020-21,SAC,Sacramento Kings,22000366,2/7/21,SAC @ LAC,1610612746,39.21,85.26,0.46,0.462,-0.002,LA Clippers,34,34,0.41,19.85,34.97,0.568,0.572,27.79,52.62,0.528,0.526,11.41,32.65,0.35,0.363,99.1,108.7
5,2020-21,SAC,Sacramento Kings,22000352,2/6/21,SAC vs. DEN,1610612743,39.75,84.78,0.469,0.462,0.007,Denver Nuggets,36,36,0.417,20.86,35.33,0.59,0.57,26.5,49.19,0.539,0.524,13.25,35.58,0.372,0.365,99.3,110
51,2020-21,SAC,Sacramento Kings,22000336,2/3/21,SAC vs. BOS,1610612738,39.89,86.61,0.461,0.462,-0.002,Boston Celtics,36,36,0.416,19.5,36.03,0.541,0.572,26.44,51.72,0.511,0.526,13.44,34.89,0.385,0.364,100.7,110
38,2020-21,SAC,Sacramento Kings,22000317,2/1/21,SAC @ NOP,1610612740,41.75,90.39,0.462,0.464,-0.002,New Orleans Pelicans,36,36,0.401,21.25,36.22,0.587,0.573,28.33,53.69,0.528,0.525,13.42,36.69,0.366,0.368,102.3,111.6
64,2020-21,SAC,Sacramento Kings,22000301,1/30/21,SAC @ MIA,1610612748,39.44,83.67,0.471,0.464,0.008,Miami Heat,36,36,0.405,20.17,33.89,0.595,0.571,25.75,46.44,0.554,0.526,13.69,37.22,0.368,0.363,98.7,108.5
70,2020-21,SAC,Sacramento Kings,22000292,1/29/21,SAC @ TOR,1610612761,39.42,85.08,0.463,0.465,-0.002,Toronto Raptors,36,36,0.422,20.97,35.89,0.584,0.574,25.72,49.14,0.523,0.527,13.69,35.94,0.381,0.366,101.6,109.8
66,2020-21,SAC,Sacramento Kings,22000273,1/27/21,SAC @ ORL,1610612753,42.64,90.67,0.47,0.468,0.002,Orlando Magic,36,36,0.411,21.47,37.25,0.576,0.579,28.92,53.86,0.537,0.532,13.72,36.81,0.373,0.366,100.8,112.1
58,2020-21,SAC,Sacramento Kings,22000241,1/22/21,SAC vs. NYK,1610612752,38.6,86.86,0.444,0.468,-0.023,New York Knicks,35,35,0.433,21.06,37.57,0.56,0.58,26.83,52.69,0.509,0.533,11.77,34.17,0.344,0.364,98.2,105.7
68,2020-21,SAC,Sacramento Kings,22000224,1/20/21,SAC @ LAC,1610612746,39.21,85.26,0.46,0.462,-0.002,LA Clippers,34,34,0.41,19.85,34.97,0.568,0.572,27.79,52.62,0.528,0.526,11.41,32.65,0.35,0.363,99.1,108.7
39,2020-21,SAC,Sacramento Kings,22000201,1/17/21,SAC vs. NOP,1610612740,41.75,90.39,0.462,0.464,-0.002,New Orleans Pelicans,36,36,0.401,21.25,36.22,0.587,0.573,28.33,53.69,0.528,0.525,13.42,36.69,0.366,0.368,102.3,111.6
69,2020-21,SAC,Sacramento Kings,22000188,1/15/21,SAC vs. LAC,1610612746,39.21,85.26,0.46,0.462,-0.002,LA Clippers,34,34,0.41,19.85,34.97,0.568,0.572,27.79,52.62,0.528,0.526,11.41,32.65,0.35,0.363,99.1,108.7
55,2020-21,SAC,Sacramento Kings,22000173,1/13/21,SAC vs. POR,1610612757,41.57,87.86,0.473,0.466,0.007,Portland Trail Blazers,37,37,0.413,21.57,36.32,0.594,0.577,28.73,53.62,0.536,0.531,12.84,34.24,0.375,0.366,100.8,113.4
22,2020-21,SAC,Sacramento Kings,22000156,1/11/21,SAC vs. IND,1610612754,44.05,94.46,0.466,0.464,0.002,Indiana Pacers,37,37,0.504,26.81,47.57,0.564,0.575,33.16,63.41,0.523,0.528,10.89,31.05,0.351,0.362,104,109.6
56,2020-21,SAC,Sacramento Kings,22000140,1/9/21,SAC vs. POR,1610612757,41.57,87.86,0.473,0.466,0.007,Portland Trail Blazers,37,37,0.413,21.57,36.32,0.594,0.577,28.73,53.62,0.536,0.531,12.84,34.24,0.375,0.366,100.8,113.4
71,2020-21,SAC,Sacramento Kings,22000132,1/8/21,SAC vs. TOR,1610612761,39.42,85.08,0.463,0.465,-0.002,Toronto Raptors,36,36,0.422,20.97,35.89,0.584,0.574,25.72,49.14,0.523,0.527,13.69,35.94,0.381,0.366,101.6,109.8
62,2020-21,SAC,Sacramento Kings,22000117,1/6/21,SAC vs. CHI,1610612741,40.66,86.55,0.47,0.464,0.006,Chicago Bulls,38,38,0.437,21.92,37.79,0.58,0.57,29.13,54.53,0.534,0.527,11.53,32.03,0.36,0.366,101.1,109.9
31,2020-21,SAC,Sacramento Kings,22000101,1/4/21,SAC @ GSW,1610612744,40.77,88.34,0.462,0.466,-0.005,Golden State Warriors,35,35,0.449,22.4,39.69,0.564,0.577,29.26,55.06,0.531,0.533,11.51,33.29,0.346,0.362,104.4,107.7
2,2020-21,SAC,Sacramento Kings,22000079,1/2/21,SAC @ HOU,1610612745,44.16,89.76,0.492,0.467,0.025,Houston Rockets,38,38,0.434,23.84,39,0.611,0.579,29.66,52.63,0.564,0.532,14.5,37.13,0.391,0.372,103.6,112.4
0,2020-21,SAC,Sacramento Kings,22000065,12/31/20,SAC @ HOU,1610612745,41.09,88.24,0.466,0.465,0.001,Houston Rockets,34,34,0.443,21.97,39.06,0.563,0.573,28.88,55.26,0.523,0.527,12.21,32.97,0.37,0.361,103.6,112.4
3,2020-21,SAC,Sacramento Kings,22000055,12/29/20,SAC vs. DEN,1610612743,40.33,86.03,0.469,0.467,0.001,Denver Nuggets,36,36,0.409,21.36,35.17,0.607,0.579,27.64,50.22,0.55,0.533,12.69,35.81,0.355,0.365,99.3,110
6,2020-21,SAC,Sacramento Kings,22000039,12/27/20,SAC vs. PHX,1610612756,39.6,86.51,0.458,0.467,-0.009,Phoenix Suns,35,35,0.431,21.77,37.31,0.583,0.58,28.54,54.31,0.526,0.533,11.06,32.2,0.343,0.364,99.3,108.8
7,2020-21,SAC,Sacramento Kings,22000030,12/26/20,SAC vs. PHX,1610612756,39.6,86.51,0.458,0.467,-0.009,Phoenix Suns,35,35,0.431,21.77,37.31,0.583,0.58,28.54,54.31,0.526,0.533,11.06,32.2,0.343,0.364,99.3,108.8
4,2020-21,SAC,Sacramento Kings,22000019,12/23/20,SAC @ DEN,1610612743,40.33,86.03,0.469,0.467,0.001,Denver Nuggets,36,36,0.409,21.36,35.17,0.607,0.579,27.64,50.22,0.55,0.533,12.69,35.81,0.355,0.365,99.3,110
11,2020-21,SAS,San Antonio Spurs,22001078,5/16/21,SAS vs. PHX,1610612756,41.35,87.03,0.475,0.462,0.013,Phoenix Suns,37,37,0.427,22.05,37.19,0.593,0.571,29.22,53.73,0.544,0.525,12.14,33.3,0.364,0.366,99.3,108.8
12,2020-21,SAS,San Antonio Spurs,22001065,5/15/21,SAS vs. PHX,1610612756,41.35,87.03,0.475,0.462,0.013,Phoenix Suns,37,37,0.427,22.05,37.19,0.593,0.571,29.22,53.73,0.544,0.525,12.14,33.3,0.364,0.366,99.3,108.8
14,2020-21,SAS,San Antonio Spurs,22000458,5/13/21,SAS @ NYK,1610612752,38.6,86.86,0.444,0.468,-0.023,New York Knicks,35,35,0.433,21.06,37.57,0.56,0.58,26.83,52.69,0.509,0.533,11.77,34.17,0.344,0.364,98.2,105.7
16,2020-21,SAS,San Antonio Spurs,22001043,5/12/21,SAS @ BKN,1610612751,40.26,89.43,0.45,0.464,-0.013,Brooklyn Nets,35,35,0.403,20.4,36,0.567,0.575,26.69,52,0.513,0.528,13.57,37.43,0.363,0.365,101.8,110.6
18,2020-21,SAS,San Antonio Spurs,22001029,5/10/21,SAS vs. MIL,1610612749,42.92,93.81,0.458,0.466,-0.009,Milwaukee Bucks,36,36,0.364,18.64,34.14,0.546,0.574,27.36,54.39,0.503,0.528,15.56,39.42,0.395,0.366,104.4,109.1
20,2020-21,SAS,San Antonio Spurs,22001018,5/8/21,SAS @ POR,1610612757,41.57,87.86,0.473,0.466,0.007,Portland Trail Blazers,37,37,0.413,21.57,36.32,0.594,0.577,28.73,53.62,0.536,0.531,12.84,34.24,0.375,0.366,100.8,113.4
23,2020-21,SAS,San Antonio Spurs,22001011,5/7/21,SAS @ SAC,1610612758,42.69,88.56,0.482,0.463,0.02,Sacramento Kings,36,36,0.473,24.81,41.92,0.592,0.572,31.36,56.75,0.553,0.528,11.33,31.81,0.356,0.36,102.2,114.6
26,2020-21,SAS,San Antonio Spurs,22000996,5/5/21,SAS @ UTA,1610612762,40.81,91.64,0.445,0.463,-0.018,Utah Jazz,36,36,0.423,21.22,38.75,0.548,0.575,29.92,58.64,0.51,0.529,10.89,33,0.33,0.36,100.8,105.7
27,2020-21,SAS,San Antonio Spurs,22000981,5/3/21,SAS @ UTA,1610612762,40.81,91.64,0.445,0.463,-0.018,Utah Jazz,36,36,0.423,21.22,38.75,0.548,0.575,29.92,58.64,0.51,0.529,10.89,33,0.33,0.36,100.8,105.7
29,2020-21,SAS,San Antonio Spurs,22000973,5/2/21,SAS vs. PHI,1610612755,38.31,84.14,0.455,0.466,-0.011,Philadelphia 76ers,36,36,0.425,21.19,35.72,0.593,0.575,27.28,52.94,0.515,0.528,11.03,31.19,0.354,0.363,101.8,105.1
31,2020-21,SAS,San Antonio Spurs,22000950,4/30/21,SAS @ BOS,1610612738,39.89,86.61,0.461,0.462,-0.002,Boston Celtics,36,36,0.416,19.5,36.03,0.541,0.572,26.44,51.72,0.511,0.526,13.44,34.89,0.385,0.364,100.7,110
33,2020-21,SAS,San Antonio Spurs,22000938,4/28/21,SAS @ MIA,1610612748,39.44,83.67,0.471,0.464,0.008,Miami Heat,36,36,0.405,20.17,33.89,0.595,0.571,25.75,46.44,0.554,0.526,13.69,37.22,0.368,0.363,98.7,108.5
35,2020-21,SAS,San Antonio Spurs,22000919,4/26/21,SAS @ WAS,1610612764,43.37,92.74,0.468,0.464,0.003,Washington Wizards,38,38,0.445,23.39,41.29,0.567,0.571,31.89,60.32,0.529,0.528,11.47,32.42,0.354,0.365,106.4,110.5
4,2020-21,SAS,San Antonio Spurs,22000264,4/24/21,SAS @ NOP,1610612740,41.75,90.39,0.462,0.464,-0.002,New Orleans Pelicans,36,36,0.401,21.25,36.22,0.587,0.573,28.33,53.69,0.528,0.525,13.42,36.69,0.366,0.368,102.3,111.6
37,2020-21,SAS,San Antonio Spurs,22000895,4/22/21,SAS vs. DET,1610612765,41.5,87.86,0.472,0.464,0.008,Detroit Pistons,36,36,0.477,24.22,41.92,0.578,0.571,30.78,57.08,0.539,0.527,10.72,30.78,0.348,0.366,100.1,110.3
34,2020-21,SAS,San Antonio Spurs,22000888,4/21/21,SAS vs. MIA,1610612748,39.44,83.67,0.471,0.464,0.008,Miami Heat,36,36,0.405,20.17,33.89,0.595,0.571,25.75,46.44,0.554,0.526,13.69,37.22,0.368,0.363,98.7,108.5
39,2020-21,SAS,San Antonio Spurs,22000473,4/19/21,SAS @ IND,1610612754,44.05,94.46,0.466,0.464,0.002,Indiana Pacers,37,37,0.504,26.81,47.57,0.564,0.575,33.16,63.41,0.523,0.528,10.89,31.05,0.351,0.362,104,109.6
13,2020-21,SAS,San Antonio Spurs,22000860,4/17/21,SAS @ PHX,1610612756,41.35,87.03,0.475,0.462,0.013,Phoenix Suns,37,37,0.427,22.05,37.19,0.593,0.571,29.22,53.73,0.544,0.525,12.14,33.3,0.364,0.366,99.3,108.8
21,2020-21,SAS,San Antonio Spurs,22000853,4/16/21,SAS vs. POR,1610612757,41.57,87.86,0.473,0.466,0.007,Portland Trail Blazers,37,37,0.413,21.57,36.32,0.594,0.577,28.73,53.62,0.536,0.531,12.84,34.24,0.375,0.366,100.8,113.4
7,2020-21,SAS,San Antonio Spurs,22000831,4/14/21,SAS @ TOR,1610612761,39.42,85.08,0.463,0.465,-0.002,Toronto Raptors,36,36,0.422,20.97,35.89,0.584,0.574,25.72,49.14,0.523,0.527,13.69,35.94,0.381,0.366,101.6,109.8
41,2020-21,SAS,San Antonio Spurs,22000816,4/12/21,SAS @ ORL,1610612753,42.64,90.67,0.47,0.468,0.002,Orlando Magic,36,36,0.411,21.47,37.25,0.576,0.579,28.92,53.86,0.537,0.532,13.72,36.81,0.373,0.366,100.8,112.1
43,2020-21,SAS,San Antonio Spurs,22000810,4/11/21,SAS @ DAL,1610612742,39.63,86.58,0.458,0.465,-0.007,Dallas Mavericks,38,38,0.422,20.53,36.53,0.562,0.574,27.34,52.61,0.52,0.528,12.29,33.97,0.362,0.364,99.5,110.4
46,2020-21,SAS,San Antonio Spurs,22000797,4/9/21,SAS @ DEN,1610612743,39.75,84.78,0.469,0.462,0.007,Denver Nuggets,36,36,0.417,20.86,35.33,0.59,0.57,26.5,49.19,0.539,0.524,13.25,35.58,0.372,0.365,99.3,110
47,2020-21,SAS,San Antonio Spurs,22000782,4/7/21,SAS @ DEN,1610612743,39.75,84.78,0.469,0.462,0.007,Denver Nuggets,36,36,0.417,20.86,35.33,0.59,0.57,26.5,49.19,0.539,0.524,13.25,35.58,0.372,0.365,99.3,110
49,2020-21,SAS,San Antonio Spurs,22000767,4/5/21,SAS vs. CLE,1610612739,42.5,87.31,0.487,0.466,0.021,Cleveland Cavaliers,36,36,0.469,24.44,40.94,0.597,0.578,30.67,55.06,0.557,0.532,11.83,32.25,0.367,0.365,99.6,112.1
40,2020-21,SAS,San Antonio Spurs,22000751,4/3/21,SAS vs. IND,1610612754,44.05,94.46,0.466,0.464,0.002,Indiana Pacers,37,37,0.504,26.81,47.57,0.564,0.575,33.16,63.41,0.523,0.528,10.89,31.05,0.351,0.362,104,109.6
51,2020-21,SAS,San Antonio Spurs,22000735,4/1/21,SAS vs. ATL,1610612737,41.53,89.42,0.464,0.466,-0.001,Atlanta Hawks,36,36,0.421,21.75,37.67,0.577,0.576,29.5,55.11,0.535,0.53,12.03,34.31,0.351,0.363,99.9,110.6
24,2020-21,SAS,San Antonio Spurs,22000728,3/31/21,SAS vs. SAC,1610612758,42.69,88.56,0.482,0.463,0.02,Sacramento Kings,36,36,0.473,24.81,41.92,0.592,0.572,31.36,56.75,0.553,0.528,11.33,31.81,0.356,0.36,102.2,114.6
25,2020-21,SAS,San Antonio Spurs,22000714,3/29/21,SAS vs. SAC,1610612758,42.69,88.56,0.482,0.463,0.02,Sacramento Kings,36,36,0.473,24.81,41.92,0.592,0.572,31.36,56.75,0.553,0.528,11.33,31.81,0.356,0.36,102.2,114.6
53,2020-21,SAS,San Antonio Spurs,22000697,3/27/21,SAS vs. CHI,1610612741,40.66,86.55,0.47,0.464,0.006,Chicago Bulls,38,38,0.437,21.92,37.79,0.58,0.57,29.13,54.53,0.534,0.527,11.53,32.03,0.36,0.366,101.1,109.9
55,2020-21,SAS,San Antonio Spurs,22000680,3/25/21,SAS vs. LAC,1610612746,39.21,85.26,0.46,0.462,-0.002,LA Clippers,34,34,0.41,19.85,34.97,0.568,0.572,27.79,52.62,0.528,0.526,11.41,32.65,0.35,0.363,99.1,108.7
56,2020-21,SAS,San Antonio Spurs,22000675,3/24/21,SAS vs. LAC,1610612746,39.21,85.26,0.46,0.462,-0.002,LA Clippers,34,34,0.41,19.85,34.97,0.568,0.572,27.79,52.62,0.528,0.526,11.41,32.65,0.35,0.363,99.1,108.7
58,2020-21,SAS,San Antonio Spurs,22000655,3/22/21,SAS vs. CHA,1610612766,40.97,88.08,0.465,0.466,-0.001,Charlotte Hornets,37,37,0.421,22.14,37.08,0.597,0.578,27.19,49.32,0.551,0.529,13.78,38.76,0.356,0.366,100.6,110.6
19,2020-21,SAS,San Antonio Spurs,22000643,3/20/21,SAS @ MIL,1610612749,42.92,93.81,0.458,0.466,-0.009,Milwaukee Bucks,36,36,0.364,18.64,34.14,0.546,0.574,27.36,54.39,0.503,0.528,15.56,39.42,0.395,0.366,104.4,109.1
50,2020-21,SAS,San Antonio Spurs,22000435,3/19/21,SAS @ CLE,1610612739,42.5,87.31,0.487,0.466,0.021,Cleveland Cavaliers,36,36,0.469,24.44,40.94,0.597,0.578,30.67,55.06,0.557,0.532,11.83,32.25,0.367,0.365,99.6,112.1
54,2020-21,SAS,San Antonio Spurs,22000621,3/17/21,SAS @ CHI,1610612741,40.66,86.55,0.47,0.464,0.006,Chicago Bulls,38,38,0.437,21.92,37.79,0.58,0.57,29.13,54.53,0.534,0.527,11.53,32.03,0.36,0.366,101.1,109.9
38,2020-21,SAS,San Antonio Spurs,22000428,3/15/21,SAS @ DET,1610612765,41.5,87.86,0.472,0.464,0.008,Detroit Pistons,36,36,0.477,24.22,41.92,0.578,0.571,30.78,57.08,0.539,0.527,10.72,30.78,0.348,0.366,100.1,110.3
30,2020-21,SAS,San Antonio Spurs,22000595,3/14/21,SAS @ PHI,1610612755,38.31,84.14,0.455,0.466,-0.011,Philadelphia 76ers,36,36,0.425,21.19,35.72,0.593,0.575,27.28,52.94,0.515,0.528,11.03,31.19,0.354,0.363,101.8,105.1
42,2020-21,SAS,San Antonio Spurs,22000583,3/12/21,SAS vs. ORL,1610612753,42.64,90.67,0.47,0.468,0.002,Orlando Magic,36,36,0.411,21.47,37.25,0.576,0.579,28.92,53.86,0.537,0.532,13.72,36.81,0.373,0.366,100.8,112.1
44,2020-21,SAS,San Antonio Spurs,22000567,3/10/21,SAS @ DAL,1610612742,39.63,86.58,0.458,0.465,-0.007,Dallas Mavericks,38,38,0.422,20.53,36.53,0.562,0.574,27.34,52.61,0.52,0.528,12.29,33.97,0.362,0.364,99.5,110.4
60,2020-21,SAS,San Antonio Spurs,22000556,3/4/21,SAS vs. OKC,1610612760,44.56,91.94,0.485,0.467,0.017,Oklahoma City Thunder,36,36,0.411,22.64,37.75,0.6,0.576,30.14,54.03,0.558,0.532,14.42,37.92,0.38,0.368,103.1,111.9
15,2020-21,SAS,San Antonio Spurs,22000541,3/2/21,SAS vs. NYK,1610612752,38.6,86.86,0.444,0.468,-0.023,New York Knicks,35,35,0.433,21.06,37.57,0.56,0.58,26.83,52.69,0.509,0.533,11.77,34.17,0.344,0.364,98.2,105.7
17,2020-21,SAS,San Antonio Spurs,22000534,3/1/21,SAS vs. BKN,1610612751,40.26,89.43,0.45,0.464,-0.013,Brooklyn Nets,35,35,0.403,20.4,36,0.567,0.575,26.69,52,0.513,0.528,13.57,37.43,0.363,0.365,101.8,110.6
5,2020-21,SAS,San Antonio Spurs,22000514,2/27/21,SAS vs. NOP,1610612740,41.75,90.39,0.462,0.464,-0.002,New Orleans Pelicans,36,36,0.401,21.25,36.22,0.587,0.573,28.33,53.69,0.528,0.525,13.42,36.69,0.366,0.368,102.3,111.6
61,2020-21,SAS,San Antonio Spurs,22000495,2/24/21,SAS @ OKC,1610612760,44.56,91.94,0.485,0.467,0.017,Oklahoma City Thunder,36,36,0.411,22.64,37.75,0.6,0.576,30.14,54.03,0.558,0.532,14.42,37.92,0.38,0.368,103.1,111.9
59,2020-21,SAS,San Antonio Spurs,22000414,2/14/21,SAS @ CHA,1610612766,40.97,88.08,0.465,0.466,-0.001,Charlotte Hornets,37,37,0.421,22.14,37.08,0.597,0.578,27.19,49.32,0.551,0.529,13.78,38.76,0.356,0.366,100.6,110.6
52,2020-21,SAS,San Antonio Spurs,22000397,2/12/21,SAS @ ATL,1610612737,41.53,89.42,0.464,0.466,-0.001,Atlanta Hawks,36,36,0.421,21.75,37.67,0.577,0.576,29.5,55.11,0.535,0.53,12.03,34.31,0.351,0.363,99.9,110.6
63,2020-21,SAS,San Antonio Spurs,22000378,2/9/21,SAS vs. GSW,1610612744,40.77,88.34,0.462,0.466,-0.005,Golden State Warriors,35,35,0.449,22.4,39.69,0.564,0.577,29.26,55.06,0.531,0.533,11.51,33.29,0.346,0.362,104.4,107.7
64,2020-21,SAS,San Antonio Spurs,22000371,2/8/21,SAS vs. GSW,1610612744,40.77,88.34,0.462,0.466,-0.005,Golden State Warriors,35,35,0.449,22.4,39.69,0.564,0.577,29.26,55.06,0.531,0.533,11.51,33.29,0.346,0.362,104.4,107.7
66,2020-21,SAS,San Antonio Spurs,22000358,2/6/21,SAS @ HOU,1610612745,44.16,89.76,0.492,0.467,0.025,Houston Rockets,38,38,0.434,23.84,39,0.611,0.579,29.66,52.63,0.564,0.532,14.5,37.13,0.391,0.372,103.6,112.4
69,2020-21,SAS,San Antonio Spurs,22000334,2/3/21,SAS vs. MIN,1610612750,43.22,89,0.486,0.468,0.018,Minnesota Timberwolves,36,36,0.433,21.97,38.5,0.571,0.582,28.61,52.72,0.543,0.535,14.61,36.28,0.403,0.368,104.1,112.1
9,2020-21,SAS,San Antonio Spurs,22000320,2/1/21,SAS vs. MEM,1610612763,41.55,91.2,0.456,0.464,-0.009,Memphis Grizzlies,40,40,0.436,21.78,39.8,0.547,0.575,28.85,55.95,0.516,0.529,12.7,35.25,0.36,0.369,102.6,108.5
10,2020-21,SAS,San Antonio Spurs,22000304,1/30/21,SAS vs. MEM,1610612763,41.55,91.2,0.456,0.464,-0.009,Memphis Grizzlies,40,40,0.436,21.78,39.8,0.547,0.575,28.85,55.95,0.516,0.529,12.7,35.25,0.36,0.369,102.6,108.5
48,2020-21,SAS,San Antonio Spurs,22000296,1/29/21,SAS vs. DEN,1610612743,39.75,84.78,0.469,0.462,0.007,Denver Nuggets,36,36,0.417,20.86,35.33,0.59,0.57,26.5,49.19,0.539,0.524,13.25,35.58,0.372,0.365,99.3,110
32,2020-21,SAS,San Antonio Spurs,22000280,1/27/21,SAS vs. BOS,1610612738,39.89,86.61,0.461,0.462,-0.002,Boston Celtics,36,36,0.416,19.5,36.03,0.541,0.572,26.44,51.72,0.511,0.526,13.44,34.89,0.385,0.364,100.7,110
36,2020-21,SAS,San Antonio Spurs,22000253,1/24/21,SAS vs. WAS,1610612764,43.37,92.74,0.468,0.464,0.003,Washington Wizards,38,38,0.445,23.39,41.29,0.567,0.571,31.89,60.32,0.529,0.528,11.47,32.42,0.354,0.365,106.4,110.5
45,2020-21,SAS,San Antonio Spurs,22000237,1/22/21,SAS vs. DAL,1610612742,39.63,86.58,0.458,0.465,-0.007,Dallas Mavericks,38,38,0.422,20.53,36.53,0.562,0.574,27.34,52.61,0.52,0.528,12.29,33.97,0.362,0.364,99.5,110.4
65,2020-21,SAS,San Antonio Spurs,22000223,1/20/21,SAS @ GSW,1610612744,40.77,88.34,0.462,0.466,-0.005,Golden State Warriors,35,35,0.449,22.4,39.69,0.564,0.577,29.26,55.06,0.531,0.533,11.51,33.29,0.346,0.362,104.4,107.7
22,2020-21,SAS,San Antonio Spurs,22000207,1/18/21,SAS @ POR,1610612757,41.57,87.86,0.473,0.466,0.007,Portland Trail Blazers,37,37,0.413,21.57,36.32,0.594,0.577,28.73,53.62,0.536,0.531,12.84,34.24,0.375,0.366,100.8,113.4
67,2020-21,SAS,San Antonio Spurs,22000189,1/16/21,SAS vs. HOU,1610612745,44.16,89.76,0.492,0.467,0.025,Houston Rockets,38,38,0.434,23.84,39,0.611,0.579,29.66,52.63,0.564,0.532,14.5,37.13,0.391,0.372,103.6,112.4
68,2020-21,SAS,San Antonio Spurs,22000176,1/14/21,SAS vs. HOU,1610612745,44.16,89.76,0.492,0.467,0.025,Houston Rockets,38,38,0.434,23.84,39,0.611,0.579,29.66,52.63,0.564,0.532,14.5,37.13,0.391,0.372,103.6,112.4
62,2020-21,SAS,San Antonio Spurs,22000162,1/12/21,SAS @ OKC,1610612760,44.56,91.94,0.485,0.467,0.017,Oklahoma City Thunder,36,36,0.411,22.64,37.75,0.6,0.576,30.14,54.03,0.558,0.532,14.42,37.92,0.38,0.368,103.1,111.9
70,2020-21,SAS,San Antonio Spurs,22000147,1/10/21,SAS @ MIN,1610612750,43.22,89,0.486,0.468,0.018,Minnesota Timberwolves,36,36,0.433,21.97,38.5,0.571,0.582,28.61,52.72,0.543,0.535,14.61,36.28,0.403,0.368,104.1,112.1
71,2020-21,SAS,San Antonio Spurs,22000138,1/9/21,SAS @ MIN,1610612750,43.22,89,0.486,0.468,0.018,Minnesota Timberwolves,36,36,0.433,21.97,38.5,0.571,0.582,28.61,52.72,0.543,0.535,14.61,36.28,0.403,0.368,104.1,112.1
